,event_number,filename,file_size,is_open
64,0,images/01-20170930083700-snapshot.jpg,131777,0
65,0,images/01-20170930083800-snapshot.jpg,131888,0
66,0,images/01-20170930083900-snapshot.jpg,132042,0
67,0,images/01-20170930084000-snapshot.jpg,132194,0
68,0,images/01-20170930084100-snapshot.jpg,132091,0
69,0,images/01-20170930084200-snapshot.jpg,131917,0
70,0,images/01-20170930084300-snapshot.jpg,132125,0
71,0,images/01-20170930084400-snapshot.jpg,132077,0
72,0,images/01-20170930084500-snapshot.jpg,132169,0
73,0,images/01-20170930084600-snapshot.jpg,132287,0
74,0,images/01-20170930084700-snapshot.jpg,132313,0
75,0,images/01-20170930084800-snapshot.jpg,132176,0
76,0,images/01-20170930084900-snapshot.jpg,132252,0
77,0,images/01-20170930085000-snapshot.jpg,132322,0
78,0,images/01-20170930085100-snapshot.jpg,132294,0
79,0,images/01-20170930085200-snapshot.jpg,132341,0
80,0,images/01-20170930085300-snapshot.jpg,132258,0
81,0,images/01-20170930085400-snapshot.jpg,132457,0
82,0,images/01-20170930085500-snapshot.jpg,132326,0
83,0,images/01-20170930085600-snapshot.jpg,132502,0
84,0,images/01-20170930085700-snapshot.jpg,132461,0
85,0,images/01-20170930085800-snapshot.jpg,132579,0
86,0,images/01-20170930085900-snapshot.jpg,132498,0
87,0,images/01-20170930090000-snapshot.jpg,132360,0
88,0,images/01-20170930090100-snapshot.jpg,132427,0
89,0,images/01-20170930090200-snapshot.jpg,132391,0
90,0,images/01-20170930090300-snapshot.jpg,132235,0
91,0,images/01-20170930090400-snapshot.jpg,132274,0
92,0,images/01-20170930090500-snapshot.jpg,132259,0
93,0,images/01-20170930090600-snapshot.jpg,132262,0
94,0,images/01-20170930090700-snapshot.jpg,132281,0
95,0,images/01-20170930090800-snapshot.jpg,132267,0
96,0,images/01-20170930090900-snapshot.jpg,132330,0
97,0,images/01-20170930091000-snapshot.jpg,132341,0
98,0,images/01-20170930091100-snapshot.jpg,132488,0
99,0,images/01-20170930091200-snapshot.jpg,132620,0
100,0,images/01-20170930091300-snapshot.jpg,132750,0
101,0,images/01-20170930091400-snapshot.jpg,133123,0
102,0,images/01-20170930091500-snapshot.jpg,133276,0
103,0,images/01-20170930091600-snapshot.jpg,133285,0
104,0,images/01-20170930091700-snapshot.jpg,133442,0
105,0,images/01-20170930091800-snapshot.jpg,133840,0
106,0,images/01-20170930091900-snapshot.jpg,134162,0
107,0,images/01-20170930092000-snapshot.jpg,134597,0
108,0,images/01-20170930092100-snapshot.jpg,134432,0
109,0,images/01-20170930092200-snapshot.jpg,134388,0
110,0,images/01-20170930092300-snapshot.jpg,134805,0
111,0,images/01-20170930092400-snapshot.jpg,134926,0
112,0,images/01-20170930092500-snapshot.jpg,134817,0
113,0,images/01-20170930092600-snapshot.jpg,134715,0
114,0,images/01-20170930092700-snapshot.jpg,134672,0
115,0,images/01-20170930092800-snapshot.jpg,134596,0
116,0,images/01-20170930092900-snapshot.jpg,134354,0
117,2,images/01-20170930092947-00.jpg,199626,1
118,2,images/01-20170930092948-00.jpg,268517,1
119,2,images/01-20170930092949-00.jpg,395331,1
120,2,images/01-20170930092950-00.jpg,485792,1
121,2,images/01-20170930092951-00.jpg,610929,1
122,2,images/01-20170930092952-00.jpg,693829,1
123,2,images/01-20170930092954-00.jpg,732547,1
124,2,images/01-20170930092955-00.jpg,752205,1
125,2,images/01-20170930092957-00.jpg,760880,1
126,2,images/01-20170930092959-00.jpg,737612,1
127,2,images/01-20170930093000-00.jpg,688163,1
128,2,images/01-20170930093000-snapshot.jpg,688163,1
129,2,images/01-20170930093002-00.jpg,688971,1
130,2,images/01-20170930093004-00.jpg,689196,1
131,2,images/01-20170930093005-00.jpg,688656,1
132,2,images/01-20170930093007-00.jpg,689121,1
133,2,images/01-20170930093008-00.jpg,688763,1
134,2,images/01-20170930093010-00.jpg,689216,1
135,2,images/01-20170930093011-00.jpg,688948,1
136,2,images/01-20170930093012-00.jpg,688652,1
137,2,images/01-20170930093013-00.jpg,688857,1
138,2,images/01-20170930093014-00.jpg,688575,1
139,2,images/01-20170930093021-01.jpg,690586,1
140,2,images/01-20170930093023-00.jpg,709779,1
141,2,images/01-20170930093024-00.jpg,745368,1
142,2,images/01-20170930093025-00.jpg,760811,1
143,2,images/01-20170930093026-00.jpg,754198,1
144,2,images/01-20170930093028-00.jpg,751367,1
145,2,images/01-20170930093029-00.jpg,725772,1
146,2,images/01-20170930093030-00.jpg,670932,1
147,2,images/01-20170930093032-00.jpg,511700,1
148,2,images/01-20170930093033-00.jpg,233000,1
149,0,images/01-20170930093035-00.jpg,135213,0
150,0,images/01-20170930093036-00.jpg,135151,0
151,0,images/01-20170930093038-00.jpg,135271,0
152,0,images/01-20170930093039-00.jpg,135161,0
153,0,images/01-20170930093041-00.jpg,135143,0
154,0,images/01-20170930093042-00.jpg,135186,0
155,0,images/01-20170930093044-00.jpg,135230,0
156,0,images/01-20170930093045-00.jpg,135139,0
157,0,images/01-20170930093046-00.jpg,135182,0
158,0,images/01-20170930093047-00.jpg,135027,0
159,0,images/01-20170930093048-00.jpg,135095,0
160,0,images/01-20170930093100-snapshot.jpg,134527,0
161,0,images/02-20170930093200-snapshot.jpg,134624,0
162,0,images/02-20170930093300-snapshot.jpg,134496,0
163,0,images/02-20170930093400-snapshot.jpg,134450,0
164,0,images/02-20170930093500-snapshot.jpg,134394,0
165,0,images/02-20170930093600-snapshot.jpg,134748,0
166,0,images/02-20170930093700-snapshot.jpg,134597,0
167,0,images/02-20170930093800-snapshot.jpg,134482,0
168,0,images/02-20170930093900-snapshot.jpg,134447,0
169,0,images/02-20170930094000-snapshot.jpg,134563,0
170,0,images/02-20170930094100-snapshot.jpg,134804,0
171,0,images/02-20170930094200-snapshot.jpg,134874,0
172,0,images/02-20170930094300-snapshot.jpg,134864,0
173,0,images/02-20170930094400-snapshot.jpg,134972,0
174,0,images/02-20170930094500-snapshot.jpg,134821,0
175,0,images/02-20170930094600-snapshot.jpg,134751,0
176,0,images/02-20170930094700-snapshot.jpg,134626,0
177,0,images/02-20170930094800-snapshot.jpg,134322,0
178,0,images/02-20170930094900-snapshot.jpg,134518,0
179,0,images/02-20170930095000-snapshot.jpg,134728,0
180,0,images/02-20170930095100-snapshot.jpg,135006,0
181,0,images/02-20170930095200-snapshot.jpg,134857,0
182,0,images/02-20170930095300-snapshot.jpg,134453,0
183,0,images/02-20170930095400-snapshot.jpg,134178,0
184,0,images/02-20170930095500-snapshot.jpg,134390,0
185,0,images/02-20170930095600-snapshot.jpg,134355,0
186,0,images/02-20170930095700-snapshot.jpg,134077,0
187,0,images/02-20170930095800-snapshot.jpg,133840,0
188,0,images/02-20170930095900-snapshot.jpg,133733,0
189,0,images/02-20170930100000-snapshot.jpg,133749,0
190,0,images/02-20170930100100-snapshot.jpg,133988,0
191,0,images/02-20170930100200-snapshot.jpg,134200,0
192,0,images/02-20170930100300-snapshot.jpg,134686,0
193,0,images/02-20170930100400-snapshot.jpg,134362,0
194,0,images/02-20170930100500-snapshot.jpg,134099,0
195,0,images/02-20170930100600-snapshot.jpg,133590,0
196,0,images/02-20170930100700-snapshot.jpg,133698,0
197,0,images/02-20170930100800-snapshot.jpg,133341,0
198,0,images/02-20170930100900-snapshot.jpg,133284,0
199,0,images/02-20170930101000-snapshot.jpg,133337,0
200,0,images/02-20170930101100-snapshot.jpg,133818,0
201,0,images/02-20170930101200-snapshot.jpg,134067,0
202,0,images/02-20170930101300-snapshot.jpg,133866,0
203,0,images/02-20170930101400-snapshot.jpg,133818,0
204,0,images/02-20170930101500-snapshot.jpg,133793,0
205,0,images/02-20170930101600-snapshot.jpg,133723,0
206,0,images/02-20170930101700-snapshot.jpg,133735,0
207,0,images/02-20170930101800-snapshot.jpg,133987,0
208,0,images/02-20170930101900-snapshot.jpg,133773,0
209,0,images/02-20170930102000-snapshot.jpg,133363,0
210,0,images/02-20170930102100-snapshot.jpg,133863,0
211,0,images/02-20170930102200-snapshot.jpg,133815,0
212,0,images/02-20170930102300-snapshot.jpg,133745,0
213,0,images/02-20170930102400-snapshot.jpg,133742,0
214,0,images/02-20170930102500-snapshot.jpg,133620,0
215,0,images/02-20170930102600-snapshot.jpg,133476,0
216,0,images/02-20170930102700-snapshot.jpg,133248,0
217,0,images/02-20170930102800-snapshot.jpg,133499,0
218,0,images/02-20170930102900-snapshot.jpg,133423,0
219,0,images/02-20170930103000-snapshot.jpg,133506,0
220,0,images/02-20170930103100-snapshot.jpg,133451,0
221,0,images/02-20170930103200-snapshot.jpg,133423,0
222,0,images/02-20170930103300-snapshot.jpg,133382,0
223,0,images/02-20170930103400-snapshot.jpg,133574,0
224,3,images/02-20170930103418-01.jpg,178320,1
225,3,images/02-20170930103419-00.jpg,238422,1
226,3,images/02-20170930103420-00.jpg,319418,1
227,3,images/02-20170930103421-00.jpg,383906,1
228,3,images/02-20170930103422-00.jpg,483319,1
229,3,images/02-20170930103424-00.jpg,586464,1
230,3,images/02-20170930103425-00.jpg,661461,1
231,3,images/02-20170930103426-00.jpg,702220,1
232,3,images/02-20170930103428-00.jpg,736896,1
233,3,images/02-20170930103429-00.jpg,770187,1
234,3,images/02-20170930103431-00.jpg,737628,1
235,3,images/02-20170930103433-00.jpg,722975,1
236,3,images/02-20170930103434-00.jpg,725236,1
237,3,images/02-20170930103436-00.jpg,725174,1
238,3,images/02-20170930103438-00.jpg,725077,1
239,3,images/02-20170930103439-00.jpg,725180,1
240,3,images/02-20170930103441-00.jpg,724855,1
241,3,images/02-20170930103442-00.jpg,725438,1
242,3,images/02-20170930103443-00.jpg,725041,1
243,3,images/02-20170930103445-00.jpg,725034,1
244,3,images/02-20170930103446-00.jpg,725228,1
245,3,images/02-20170930103447-00.jpg,724029,1
246,3,images/02-20170930103459-00.jpg,725961,1
247,3,images/02-20170930103500-00.jpg,732471,1
248,3,images/02-20170930103500-snapshot.jpg,732471,1
249,3,images/02-20170930103501-00.jpg,751537,1
250,3,images/02-20170930103502-00.jpg,773587,1
251,3,images/02-20170930103504-00.jpg,754857,1
252,3,images/02-20170930103505-00.jpg,715506,1
253,3,images/02-20170930103506-00.jpg,677652,1
254,3,images/02-20170930103508-00.jpg,600829,1
255,3,images/02-20170930103509-00.jpg,454863,1
256,3,images/02-20170930103511-00.jpg,283439,1
257,0,images/02-20170930103512-00.jpg,133898,0
258,0,images/02-20170930103514-00.jpg,133983,0
259,0,images/02-20170930103515-00.jpg,133990,0
260,0,images/02-20170930103517-00.jpg,133964,0
261,0,images/02-20170930103518-00.jpg,133910,0
262,0,images/02-20170930103520-00.jpg,133962,0
263,0,images/02-20170930103521-00.jpg,133953,0
264,0,images/02-20170930103522-00.jpg,133920,0
265,0,images/02-20170930103523-00.jpg,133975,0
266,0,images/02-20170930103524-00.jpg,133943,0
267,0,images/02-20170930103525-00.jpg,133796,0
268,4,images/02-20170930103554-00.jpg,202944,1
269,4,images/02-20170930103555-00.jpg,257888,1
270,4,images/02-20170930103556-00.jpg,335811,1
271,4,images/02-20170930103557-00.jpg,404275,1
272,4,images/02-20170930103558-00.jpg,502616,1
273,4,images/02-20170930103559-00.jpg,603364,1
274,4,images/02-20170930103601-00.jpg,669333,1
275,4,images/02-20170930103601-snapshot.jpg,669333,1
276,4,images/02-20170930103602-00.jpg,711300,1
277,4,images/02-20170930103604-00.jpg,747304,1
278,4,images/02-20170930103605-00.jpg,771869,1
279,4,images/02-20170930103607-00.jpg,733400,1
280,4,images/02-20170930103609-00.jpg,723755,1
281,4,images/02-20170930103610-00.jpg,724592,1
282,4,images/02-20170930103612-00.jpg,724230,1
283,4,images/02-20170930103613-00.jpg,724328,1
284,4,images/02-20170930103615-00.jpg,724276,1
285,4,images/02-20170930103617-00.jpg,724406,1
286,4,images/02-20170930103618-00.jpg,724278,1
287,4,images/02-20170930103619-00.jpg,724444,1
288,4,images/02-20170930103621-00.jpg,723814,1
289,4,images/02-20170930103622-00.jpg,724099,1
290,4,images/02-20170930103623-00.jpg,724082,1
291,4,images/02-20170930103700-snapshot.jpg,722771,1
292,4,images/03-20170930103800-snapshot.jpg,721996,1
293,4,images/03-20170930103900-snapshot.jpg,722221,1
294,4,images/03-20170930104000-snapshot.jpg,722669,1
295,4,images/03-20170930104100-snapshot.jpg,722705,1
296,4,images/03-20170930104104-00.jpg,725234,1
297,4,images/03-20170930104105-00.jpg,732319,1
298,4,images/03-20170930104106-00.jpg,753435,1
299,4,images/03-20170930104108-00.jpg,772613,1
300,4,images/03-20170930104109-00.jpg,752211,1
301,4,images/03-20170930104110-00.jpg,717209,1
302,4,images/03-20170930104112-00.jpg,678940,1
303,4,images/03-20170930104113-00.jpg,607705,1
304,4,images/03-20170930104115-00.jpg,463160,1
305,4,images/03-20170930104116-00.jpg,294644,1
306,0,images/03-20170930104118-00.jpg,134081,0
307,0,images/03-20170930104119-00.jpg,134165,0
308,0,images/03-20170930104121-00.jpg,134145,0
309,0,images/03-20170930104122-00.jpg,134133,0
310,0,images/03-20170930104124-00.jpg,134234,0
311,0,images/03-20170930104125-00.jpg,134234,0
312,0,images/03-20170930104126-00.jpg,134229,0
313,0,images/03-20170930104127-00.jpg,134267,0
314,0,images/03-20170930104129-00.jpg,134289,0
315,0,images/03-20170930104130-00.jpg,134213,0
316,0,images/03-20170930104131-00.jpg,134128,0
317,0,images/03-20170930104200-snapshot.jpg,133773,0
318,0,images/04-20170930104300-snapshot.jpg,133776,0
319,0,images/04-20170930104400-snapshot.jpg,133612,0
320,0,images/04-20170930104500-snapshot.jpg,133913,0
321,0,images/04-20170930104600-snapshot.jpg,133831,0
322,0,images/04-20170930104700-snapshot.jpg,133906,0
323,0,images/04-20170930104800-snapshot.jpg,133930,0
324,0,images/04-20170930104900-snapshot.jpg,133881,0
325,0,images/04-20170930105000-snapshot.jpg,134166,0
326,0,images/04-20170930105100-snapshot.jpg,133989,0
327,0,images/04-20170930105200-snapshot.jpg,133843,0
328,0,images/04-20170930105300-snapshot.jpg,133947,0
329,0,images/04-20170930105400-snapshot.jpg,133906,0
330,0,images/04-20170930105500-snapshot.jpg,133993,0
331,0,images/04-20170930105600-snapshot.jpg,134024,0
332,0,images/04-20170930105700-snapshot.jpg,134073,0
333,0,images/04-20170930105800-snapshot.jpg,134101,0
334,0,images/04-20170930105900-snapshot.jpg,134039,0
335,0,images/04-20170930110000-snapshot.jpg,134162,0
336,0,images/04-20170930110100-snapshot.jpg,134155,0
337,0,images/04-20170930110200-snapshot.jpg,134245,0
338,0,images/04-20170930110300-snapshot.jpg,134275,0
339,0,images/04-20170930110400-snapshot.jpg,134153,0
340,0,images/04-20170930110500-snapshot.jpg,134218,0
341,0,images/04-20170930110600-snapshot.jpg,134304,0
342,0,images/04-20170930110700-snapshot.jpg,134284,0
343,0,images/04-20170930110800-snapshot.jpg,134256,0
344,0,images/04-20170930110900-snapshot.jpg,134375,0
345,0,images/04-20170930111000-snapshot.jpg,134355,0
346,0,images/04-20170930111100-snapshot.jpg,134443,0
347,0,images/04-20170930111200-snapshot.jpg,134865,0
348,0,images/04-20170930111300-snapshot.jpg,134791,0
349,0,images/04-20170930111400-snapshot.jpg,134596,0
350,0,images/04-20170930111500-snapshot.jpg,135289,0
351,0,images/04-20170930111600-snapshot.jpg,134955,0
352,0,images/04-20170930111700-snapshot.jpg,136026,0
353,0,images/04-20170930111800-snapshot.jpg,135819,0
354,0,images/04-20170930111900-snapshot.jpg,135035,0
355,0,images/04-20170930112000-snapshot.jpg,134871,0
356,0,images/04-20170930112100-snapshot.jpg,135013,0
357,0,images/04-20170930112200-snapshot.jpg,135078,0
358,0,images/04-20170930112300-snapshot.jpg,135279,0
359,0,images/04-20170930112400-snapshot.jpg,135525,0
360,0,images/04-20170930112500-snapshot.jpg,135697,0
361,0,images/04-20170930112600-snapshot.jpg,135660,0
362,0,images/04-20170930112700-snapshot.jpg,135554,0
363,0,images/04-20170930112800-snapshot.jpg,135483,0
364,0,images/04-20170930112900-snapshot.jpg,135264,0
365,0,images/04-20170930113000-snapshot.jpg,135290,0
366,0,images/04-20170930113100-snapshot.jpg,135210,0
367,0,images/04-20170930113200-snapshot.jpg,134414,0
368,0,images/04-20170930113300-snapshot.jpg,134698,0
369,0,images/04-20170930113400-snapshot.jpg,135652,0
370,0,images/04-20170930113500-snapshot.jpg,135355,0
371,0,images/04-20170930113600-snapshot.jpg,135331,0
372,0,images/04-20170930113700-snapshot.jpg,135816,0
373,0,images/04-20170930113800-snapshot.jpg,136606,0
374,5,images/04-20170930113900-snapshot.jpg,264118,0
375,5,images/04-20170930114000-snapshot.jpg,292118,0
376,5,images/04-20170930114100-snapshot.jpg,300455,0
377,5,images/04-20170930114200-snapshot.jpg,299702,0
378,5,images/04-20170930114215-00.jpg,153010,0
379,0,images/04-20170930114216-00.jpg,135382,0
380,0,images/04-20170930114217-00.jpg,135392,0
381,0,images/04-20170930114218-00.jpg,135363,0
382,0,images/04-20170930114219-00.jpg,135646,0
383,0,images/04-20170930114220-00.jpg,135118,0
384,0,images/04-20170930114221-00.jpg,135059,0
385,0,images/04-20170930114221-01.jpg,134967,0
386,0,images/04-20170930114222-00.jpg,134976,0
387,0,images/04-20170930114223-00.jpg,134843,0
388,0,images/04-20170930114224-00.jpg,134778,0
389,0,images/04-20170930114300-snapshot.jpg,134296,0
390,0,images/05-20170930114400-snapshot.jpg,134191,0
391,0,images/05-20170930114500-snapshot.jpg,134352,0
392,0,images/05-20170930114600-snapshot.jpg,134322,0
393,0,images/05-20170930114700-snapshot.jpg,135329,0
394,0,images/05-20170930114800-snapshot.jpg,134048,0
395,0,images/05-20170930114900-snapshot.jpg,134836,0
396,0,images/05-20170930115000-snapshot.jpg,135376,0
397,0,images/05-20170930115100-snapshot.jpg,134472,0
398,0,images/05-20170930115200-snapshot.jpg,135445,0
399,0,images/05-20170930115300-snapshot.jpg,135485,0
400,0,images/05-20170930115400-snapshot.jpg,135466,0
401,0,images/05-20170930115500-snapshot.jpg,136066,0
402,0,images/05-20170930115600-snapshot.jpg,135497,0
403,0,images/05-20170930115700-snapshot.jpg,135624,0
404,0,images/05-20170930115800-snapshot.jpg,135470,0
405,0,images/05-20170930115900-snapshot.jpg,135394,0
406,0,images/05-20170930120000-snapshot.jpg,135386,0
407,0,images/05-20170930120100-snapshot.jpg,135331,0
408,0,images/05-20170930120200-snapshot.jpg,135259,0
409,0,images/05-20170930120300-snapshot.jpg,135245,0
410,0,images/05-20170930120400-snapshot.jpg,135245,0
411,0,images/05-20170930120500-snapshot.jpg,135501,0
412,0,images/05-20170930120600-snapshot.jpg,135367,0
413,0,images/05-20170930120700-snapshot.jpg,135373,0
414,0,images/05-20170930120800-snapshot.jpg,135511,0
415,0,images/05-20170930120900-snapshot.jpg,135488,0
416,0,images/05-20170930121000-snapshot.jpg,135509,0
417,0,images/05-20170930121100-snapshot.jpg,135679,0
418,0,images/05-20170930121200-snapshot.jpg,135815,0
419,0,images/05-20170930121300-snapshot.jpg,136080,0
420,0,images/05-20170930121400-snapshot.jpg,135561,0
421,0,images/05-20170930121500-snapshot.jpg,136571,0
422,0,images/05-20170930121600-snapshot.jpg,136935,0
423,0,images/05-20170930121700-snapshot.jpg,137190,0
424,6,images/05-20170930121720-00.jpg,212669,1
425,6,images/05-20170930121721-00.jpg,289566,1
426,6,images/05-20170930121722-00.jpg,450263,1
427,6,images/05-20170930121723-00.jpg,534960,1
428,6,images/05-20170930121724-00.jpg,637054,1
429,6,images/05-20170930121726-00.jpg,710904,1
430,6,images/05-20170930121727-00.jpg,753719,1
431,6,images/05-20170930121729-00.jpg,764415,1
432,6,images/05-20170930121730-00.jpg,752950,1
433,6,images/05-20170930121732-00.jpg,700523,1
434,6,images/05-20170930121734-00.jpg,622750,1
435,6,images/05-20170930121735-00.jpg,622978,1
436,6,images/05-20170930121737-00.jpg,625249,1
437,6,images/05-20170930121739-00.jpg,632407,1
438,6,images/05-20170930121740-00.jpg,636484,1
439,6,images/05-20170930121742-00.jpg,639404,1
440,6,images/05-20170930121743-00.jpg,632128,1
441,6,images/05-20170930121744-00.jpg,629580,1
442,6,images/05-20170930121745-00.jpg,628109,1
443,6,images/05-20170930121800-snapshot.jpg,628527,1
444,6,images/05-20170930121840-01.jpg,689167,1
445,6,images/05-20170930121841-00.jpg,707071,1
446,6,images/05-20170930121843-00.jpg,743415,1
447,6,images/05-20170930121844-00.jpg,757842,1
448,6,images/05-20170930121845-00.jpg,749594,1
449,6,images/05-20170930121847-00.jpg,736848,1
450,6,images/05-20170930121848-00.jpg,704246,1
451,6,images/05-20170930121849-00.jpg,625083,1
452,6,images/05-20170930121851-00.jpg,472283,1
453,6,images/05-20170930121853-00.jpg,213974,1
454,0,images/05-20170930121854-00.jpg,135388,0
455,0,images/05-20170930121856-00.jpg,135491,0
456,0,images/05-20170930121857-00.jpg,135375,0
457,0,images/05-20170930121859-00.jpg,135386,0
458,0,images/05-20170930121900-00.jpg,135423,0
459,0,images/05-20170930121900-snapshot.jpg,135423,0
460,0,images/05-20170930121902-00.jpg,135427,0
461,0,images/05-20170930121903-00.jpg,135478,0
462,0,images/05-20170930121904-00.jpg,135388,0
463,0,images/05-20170930121905-00.jpg,135416,0
464,0,images/05-20170930121906-00.jpg,135519,0
465,0,images/05-20170930121907-00.jpg,135516,0
466,0,images/05-20170930122000-snapshot.jpg,134858,0
467,0,images/06-20170930122100-snapshot.jpg,136149,0
468,0,images/06-20170930122200-snapshot.jpg,137695,0
469,0,images/06-20170930122300-snapshot.jpg,137011,0
470,0,images/06-20170930122400-snapshot.jpg,136914,0
471,0,images/06-20170930122500-snapshot.jpg,137422,0
472,0,images/06-20170930122600-snapshot.jpg,138237,0
473,0,images/06-20170930122700-snapshot.jpg,137661,0
474,0,images/06-20170930122800-snapshot.jpg,137533,0
475,0,images/06-20170930122900-snapshot.jpg,136125,0
476,0,images/06-20170930123000-snapshot.jpg,136188,0
477,7,images/06-20170930123100-snapshot.jpg,259251,1
478,7,images/06-20170930123200-snapshot.jpg,290687,1
479,7,images/06-20170930123300-snapshot.jpg,303529,1
480,7,images/06-20170930123400-snapshot.jpg,320431,1
481,7,images/06-20170930123500-snapshot.jpg,322174,1
482,7,images/06-20170930123600-snapshot.jpg,323189,1
483,7,images/06-20170930123604-01.jpg,397711,1
484,7,images/06-20170930123605-00.jpg,475782,1
485,7,images/06-20170930123606-00.jpg,574486,1
486,7,images/06-20170930123608-00.jpg,609773,1
487,7,images/06-20170930123609-00.jpg,689053,1
488,7,images/06-20170930123610-00.jpg,734233,1
489,7,images/06-20170930123612-00.jpg,758665,1
490,7,images/06-20170930123613-00.jpg,765510,1
491,7,images/06-20170930123615-00.jpg,765048,1
492,7,images/06-20170930123617-00.jpg,713414,1
493,7,images/06-20170930123618-00.jpg,690078,1
494,7,images/06-20170930123620-00.jpg,677666,1
495,7,images/06-20170930123622-00.jpg,678151,1
496,7,images/06-20170930123623-00.jpg,678951,1
497,7,images/06-20170930123625-00.jpg,678737,1
498,7,images/06-20170930123626-00.jpg,679279,1
499,7,images/06-20170930123627-00.jpg,679247,1
500,7,images/06-20170930123629-00.jpg,680379,1
501,7,images/06-20170930123630-00.jpg,679959,1
502,7,images/06-20170930123631-00.jpg,679868,1
503,7,images/06-20170930123632-00.jpg,680249,1
504,7,images/06-20170930123700-snapshot.jpg,681017,1
505,7,images/07-20170930123800-snapshot.jpg,685722,1
506,7,images/07-20170930123900-snapshot.jpg,688581,1
507,7,images/07-20170930124000-snapshot.jpg,626067,1
508,7,images/07-20170930124100-snapshot.jpg,598391,1
509,7,images/07-20170930124200-snapshot.jpg,615681,1
510,7,images/07-20170930124300-snapshot.jpg,600880,1
511,7,images/07-20170930124400-snapshot.jpg,607084,1
512,7,images/07-20170930124500-snapshot.jpg,665166,1
513,7,images/07-20170930124600-snapshot.jpg,667959,1
514,7,images/07-20170930124700-snapshot.jpg,669350,1
515,7,images/07-20170930124800-snapshot.jpg,666870,1
516,7,images/07-20170930124852-01.jpg,627192,1
517,7,images/07-20170930124900-snapshot.jpg,663125,1
518,7,images/07-20170930124903-00.jpg,643520,1
519,7,images/07-20170930124926-00.jpg,617421,1
520,7,images/07-20170930125000-snapshot.jpg,665127,1
521,7,images/08-20170930125100-snapshot.jpg,666332,1
522,7,images/08-20170930125200-snapshot.jpg,669819,1
523,7,images/08-20170930125300-snapshot.jpg,669585,1
524,7,images/08-20170930125400-snapshot.jpg,650077,1
